"id";"user_id";"bike_id";"start_time";"end_time";"start_pos";"end_pos";"start_cost";"var_cost";"park_cost"
"1466";"1160";"841";"2023-10-27 18:11";"2023-10-27 18:18";"[11.92937,57.72078]";"[11.93302,57.72239]";"10.00";"19.27";"100.00"
"1467";"1165";"426";"2023-10-27 18:33";"2023-10-27 18:41";"[13.49898,59.39987]";"[13.50229,59.3989]";"10.00";"21.78";"100.00"
"1468";"1165";"426";"2023-10-27 18:57";"2023-10-27 19:02";"[13.50229,59.3989]";"[13.49898,59.39987]";"10.00";"13.68";"100.00"
"1469";"1797";"243";"2023-10-27 20:42";"2023-10-27 20:55";"[18.09476,59.31603]";"[18.08459,59.31611]";"10.00";"37.09";"100.00"
"1470";"1797";"243";"2023-10-27 21:17";"2023-10-27 21:20";"[18.08459,59.31611]";"[18.0892,59.31573]";"10.00";"7.31";"100.00"
"1471";"1804";"771";"2023-10-27 21:57";"2023-10-27 22:08";"[11.8954,57.70443]";"[11.89874,57.70333]";"10.00";"31.60";"100.00"
"1472";"1797";"243";"2023-10-27 22:15";"2023-10-27 22:20";"[18.0892,59.31573]";"[18.09476,59.31603]";"10.00";"14.43";"100.00"
"1473";"1804";"771";"2023-10-27 22:28";"2023-10-27 22:29";"[11.89874,57.70333]";"[11.8954,57.70443]";"10.00";"2.55";"100.00"
"1474";"1908";"56";"2023-10-28 08:58";"2023-10-28 09:09";"[18.08063,59.33438]";"[18.07943,59.33616]";"10.00";"32.22";"100.00"
"1475";"1996";"33";"2023-10-28 09:39";"2023-10-28 09:43";"[18.09341,59.33718]";"[18.10481,59.33723]";"10.00";"11.65";"100.00"
"1476";"1924";"67";"2023-10-28 09:54";"2023-10-28 10:00";"[18.02779,59.3458]";"[18.02916,59.34777]";"5.00";"16.28";"5.00"
"1477";"1908";"56";"2023-10-28 10:06";"2023-10-28 10:11";"[18.07943,59.33616]";"[18.0745,59.33448]";"10.00";"14.66";"100.00"
"1478";"1996";"33";"2023-10-28 10:11";"2023-10-28 10:18";"[18.10481,59.33723]";"[18.09987,59.3358]";"10.00";"18.13";"100.00"
"1479";"1925";"67";"2023-10-28 10:12";"2023-10-28 10:18";"[18.02916,59.34777]";"[18.03462,59.34603]";"10.00";"15.52";"100.00"
"1480";"1908";"56";"2023-10-28 10:17";"2023-10-28 10:23";"[18.0745,59.33448]";"[18.08063,59.33438]";"10.00";"15.36";"100.00"
"1481";"1997";"33";"2023-10-28 10:27";"2023-10-28 10:34";"[18.09987,59.3358]";"[18.09341,59.33718]";"10.00";"19.68";"100.00"
"1482";"1027";"506";"2023-10-28 10:30";"2023-10-28 10:42";"[13.50083,59.38206]";"[13.5024,59.38223]";"10.00";"35.64";"100.00"
"1483";"1926";"67";"2023-10-28 11:07";"2023-10-28 11:12";"[18.03462,59.34603]";"[18.02779,59.3458]";"5.00";"12.52";"5.00"
"1484";"1666";"166";"2023-10-28 11:25";"2023-10-28 11:29";"[18.09351,59.33553]";"[18.08892,59.33551]";"10.00";"10.71";"100.00"
"1485";"1028";"506";"2023-10-28 11:37";"2023-10-28 11:43";"[13.5024,59.38223]";"[13.5013,59.38437]";"10.00";"17.84";"100.00"
"1486";"1326";"547";"2023-10-28 11:46";"2023-10-28 11:58";"[13.46846,59.37681]";"[13.46373,59.38065]";"10.00";"33.20";"100.00"
"1487";"1474";"118";"2023-10-28 12:12";"2023-10-28 12:19";"[18.02963,59.33484]";"[18.02565,59.33749]";"10.00";"18.76";"100.00"
"1488";"1667";"166";"2023-10-28 12:21";"2023-10-28 12:26";"[18.08892,59.33551]";"[18.0902,59.33675]";"10.00";"14.06";"100.00"
"1489";"1327";"547";"2023-10-28 12:25";"2023-10-28 12:26";"[13.46373,59.38065]";"[13.46592,59.37849]";"10.00";"2.79";"100.00"
"1490";"1028";"506";"2023-10-28 12:37";"2023-10-28 12:40";"[13.5013,59.38437]";"[13.50083,59.38206]";"10.00";"8.25";"100.00"
"1491";"1667";"166";"2023-10-28 12:43";"2023-10-28 12:49";"[18.0902,59.33675]";"[18.09351,59.33553]";"10.00";"16.90";"100.00"
"1492";"1475";"118";"2023-10-28 12:51";"2023-10-28 12:56";"[18.02565,59.33749]";"[18.02571,59.33469]";"10.00";"14.34";"100.00"
"1493";"1720";"68";"2023-10-28 13:16";"2023-10-28 13:24";"[18.05309,59.3269]";"[18.06697,59.32231]";"10.00";"22.09";"100.00"
"1494";"1476";"118";"2023-10-28 13:23";"2023-10-28 13:27";"[18.02571,59.33469]";"[18.02963,59.33484]";"10.00";"10.37";"100.00"
"1495";"1327";"547";"2023-10-28 13:24";"2023-10-28 13:27";"[13.46592,59.37849]";"[13.46846,59.37681]";"10.00";"7.67";"100.00"
"1496";"1276";"193";"2023-10-28 13:38";"2023-10-28 13:45";"[17.99938,59.33561]";"[18.00555,59.33654]";"10.00";"19.80";"100.00"
"1497";"1720";"68";"2023-10-28 14:04";"2023-10-28 14:11";"[18.06697,59.32231]";"[18.06154,59.3247]";"10.00";"18.41";"100.00"
"1498";"1276";"193";"2023-10-28 14:35";"2023-10-28 14:41";"[18.00555,59.33654]";"[18.00379,59.33452]";"10.00";"15.69";"100.00"
"1499";"1720";"68";"2023-10-28 14:43";"2023-10-28 14:47";"[18.06154,59.3247]";"[18.05309,59.3269]";"10.00";"11.44";"100.00"
"1500";"1517";"84";"2023-10-28 14:48";"2023-10-28 15:02";"[18.02747,59.33808]";"[18.03654,59.33774]";"10.00";"40.91";"100.00"
"1501";"1277";"193";"2023-10-28 15:28";"2023-10-28 15:31";"[18.00379,59.33452]";"[17.99938,59.33561]";"10.00";"8.51";"100.00"
"1502";"1518";"84";"2023-10-28 16:00";"2023-10-28 16:04";"[18.03654,59.33774]";"[18.03063,59.33584]";"10.00";"11.71";"100.00"
"1503";"1518";"84";"2023-10-28 16:54";"2023-10-28 16:58";"[18.03063,59.33584]";"[18.02747,59.33808]";"10.00";"12.00";"100.00"
"1504";"1942";"248";"2023-10-28 17:36";"2023-10-28 17:47";"[18.07811,59.34583]";"[18.07714,59.34297]";"10.00";"30.12";"100.00"
"1505";"1032";"396";"2023-10-28 18:10";"2023-10-28 18:17";"[13.52735,59.4092]";"[13.52301,59.40802]";"10.00";"19.33";"100.00"
"1506";"1710";"7";"2023-10-28 18:11";"2023-10-28 18:16";"[18.03629,59.33922]";"[18.03178,59.33278]";"10.00";"12.50";"100.00"
"1507";"1328";"622";"2023-10-28 18:15";"2023-10-28 18:18";"[13.49691,59.40296]";"[13.49473,59.4019]";"10.00";"8.15";"100.00"
"1508";"1774";"115";"2023-10-28 18:24";"2023-10-28 18:36";"[18.02049,59.33079]";"[18.0108,59.32766]";"10.00";"35.14";"100.00"
"1509";"1710";"7";"2023-10-28 18:27";"2023-10-28 18:33";"[18.03178,59.33278]";"[18.03358,59.33598]";"10.00";"16.13";"100.00"
"1510";"1943";"248";"2023-10-28 18:31";"2023-10-28 18:37";"[18.07714,59.34297]";"[18.07544,59.34469]";"10.00";"15.33";"100.00"
"1511";"1032";"396";"2023-10-28 18:35";"2023-10-28 18:39";"[13.52301,59.40802]";"[13.52655,59.40744]";"10.00";"9.03";"100.00"
"1512";"1710";"7";"2023-10-28 19:01";"2023-10-28 19:05";"[18.03358,59.33598]";"[18.03629,59.33922]";"10.00";"9.98";"100.00"
"1513";"1032";"396";"2023-10-28 19:04";"2023-10-28 19:08";"[13.52655,59.40744]";"[13.52735,59.4092]";"10.00";"10.55";"100.00"
"1514";"1775";"115";"2023-10-28 19:07";"2023-10-28 19:12";"[18.0108,59.32766]";"[18.01403,59.32999]";"10.00";"14.92";"100.00"
"1515";"1328";"622";"2023-10-28 19:13";"2023-10-28 19:15";"[13.49473,59.4019]";"[13.49805,59.40042]";"10.00";"3.63";"100.00"
"1516";"1944";"248";"2023-10-28 19:18";"2023-10-28 19:23";"[18.07544,59.34469]";"[18.07811,59.34583]";"10.00";"12.93";"100.00"
"1517";"1329";"622";"2023-10-28 19:36";"2023-10-28 19:41";"[13.49805,59.40042]";"[13.49691,59.40296]";"10.00";"14.91";"100.00"
"1518";"1775";"115";"2023-10-28 19:37";"2023-10-28 19:42";"[18.01403,59.32999]";"[18.02049,59.33079]";"10.00";"12.08";"100.00"
"1519";"1705";"180";"2023-10-28 19:49";"2023-10-28 19:57";"[18.04539,59.34568]";"[18.0425,59.34727]";"10.00";"21.99";"100.00"
"1520";"1911";"155";"2023-10-28 20:11";"2023-10-28 20:27";"[18.09957,59.33954]";"[18.10238,59.33943]";"10.00";"47.73";"100.00"
"1521";"1705";"180";"2023-10-28 20:43";"2023-10-28 20:47";"[18.0425,59.34727]";"[18.04062,59.34503]";"10.00";"10.21";"100.00"
"1522";"1912";"155";"2023-10-28 20:52";"2023-10-28 20:59";"[18.10238,59.33943]";"[18.10253,59.34209]";"10.00";"19.33";"100.00"
"1523";"1396";"74";"2023-10-28 21:43";"2023-10-28 21:54";"[18.02785,59.34952]";"[18.03819,59.34828]";"10.00";"32.04";"100.00"
"1524";"1705";"180";"2023-10-28 21:46";"2023-10-28 21:48";"[18.04062,59.34503]";"[18.04539,59.34568]";"10.00";"5.63";"100.00"
"1525";"1913";"155";"2023-10-28 21:57";"2023-10-28 22:02";"[18.10253,59.34209]";"[18.09957,59.33954]";"10.00";"12.70";"100.00"
"1526";"1397";"74";"2023-10-28 22:36";"2023-10-28 22:44";"[18.03819,59.34828]";"[18.03293,59.35065]";"10.00";"21.25";"100.00"
"1527";"1398";"74";"2023-10-28 23:22";"2023-10-28 23:26";"[18.03293,59.35065]";"[18.02785,59.34952]";"10.00";"10.63";"100.00"
"1528";"1757";"999";"2023-10-29 09:32";"2023-10-29 09:40";"[12.01352,57.70712]";"[12.01408,57.70762]";"10.00";"21.04";"100.00"
"1529";"1620";"15";"2023-10-29 09:56";"2023-10-29 10:00";"[18.05371,59.32705]";"[18.04924,59.33013]";"10.00";"9.93";"100.00"
"1530";"1757";"999";"2023-10-29 10:35";"2023-10-29 10:40";"[12.01408,57.70762]";"[12.01443,57.70493]";"10.00";"13.52";"100.00"
"1531";"1621";"15";"2023-10-29 10:55";"2023-10-29 10:57";"[18.04924,59.33013]";"[18.0547,59.32818]";"10.00";"5.93";"100.00"
"1532";"1757";"999";"2023-10-29 11:07";"2023-10-29 11:12";"[12.01443,57.70493]";"[12.01352,57.70712]";"10.00";"13.82";"100.00"
"1533";"2000";"90";"2023-10-29 11:23";"2023-10-29 11:36";"[18.10289,59.33191]";"[18.10241,59.33321]";"10.00";"37.99";"100.00"
"1534";"1056";"552";"2023-10-29 11:27";"2023-10-29 11:32";"[13.57351,59.39825]";"[13.57553,59.40237]";"10.00";"13.54";"100.00"
"1535";"1621";"15";"2023-10-29 11:47";"2023-10-29 11:50";"[18.0547,59.32818]";"[18.05371,59.32705]";"10.00";"7.00";"100.00"
"1536";"2001";"90";"2023-10-29 12:14";"2023-10-29 12:17";"[18.10241,59.33321]";"[18.10752,59.33429]";"10.00";"7.60";"100.00"
"1537";"1350";"542";"2023-10-29 12:18";"2023-10-29 12:21";"[13.49003,59.379]";"[13.48839,59.3802]";"10.00";"6.11";"100.00"
"1538";"1056";"552";"2023-10-29 12:27";"2023-10-29 12:31";"[13.57553,59.40237]";"[13.57548,59.40054]";"10.00";"9.57";"100.00"
"1539";"1677";"883";"2023-10-29 12:28";"2023-10-29 12:39";"[11.94882,57.6797]";"[11.94879,57.68162]";"10.00";"31.15";"100.00"
"1540";"1350";"542";"2023-10-29 12:30";"2023-10-29 12:34";"[13.48839,59.3802]";"[13.49249,59.38043]";"10.00";"9.92";"100.00"
"1541";"2002";"90";"2023-10-29 12:30";"2023-10-29 12:38";"[18.10752,59.33429]";"[18.10289,59.33191]";"10.00";"21.44";"100.00"
"1542";"1056";"552";"2023-10-29 12:43";"2023-10-29 12:50";"[13.57548,59.40054]";"[13.57351,59.39825]";"10.00";"18.38";"100.00"
"1543";"1423";"592";"2023-10-29 12:56";"2023-10-29 12:59";"[13.48447,59.38133]";"[13.48789,59.38254]";"10.00";"8.08";"100.00"
"1544";"1350";"542";"2023-10-29 12:59";"2023-10-29 13:00";"[13.49249,59.38043]";"[13.49003,59.379]";"10.00";"2.79";"100.00"
"1545";"1677";"883";"2023-10-29 13:13";"2023-10-29 13:15";"[11.94879,57.68162]";"[11.94882,57.6797]";"10.00";"4.40";"100.00"
"1546";"1424";"592";"2023-10-29 13:44";"2023-10-29 13:48";"[13.48789,59.38254]";"[13.48447,59.38133]";"10.00";"10.28";"100.00"
"1547";"1847";"595";"2023-10-29 14:45";"2023-10-29 14:51";"[13.5095,59.39931]";"[13.51521,59.40272]";"10.00";"17.81";"100.00"
"1548";"1847";"595";"2023-10-29 15:15";"2023-10-29 15:18";"[13.51521,59.40272]";"[13.51288,59.40062]";"10.00";"6.38";"100.00"
"1549";"1848";"595";"2023-10-29 16:15";"2023-10-29 16:20";"[13.51288,59.40062]";"[13.5095,59.39931]";"10.00";"13.93";"100.00"
"1550";"1750";"1021";"2023-10-29 16:44";"2023-10-29 16:49";"[11.92555,57.71582]";"[11.92378,57.71787]";"10.00";"12.86";"100.00"
"1551";"1751";"1021";"2023-10-29 17:30";"2023-10-29 17:37";"[11.92378,57.71787]";"[11.92555,57.71582]";"10.00";"20.91";"100.00"
"1552";"1748";"411";"2023-10-29 17:35";"2023-10-29 17:40";"[13.51914,59.37387]";"[13.52234,59.37548]";"10.00";"13.50";"100.00"
"1553";"1829";"51";"2023-10-29 17:39";"2023-10-29 17:46";"[18.07209,59.32941]";"[18.06496,59.3303]";"10.00";"19.04";"100.00"
"1554";"1748";"411";"2023-10-29 18:11";"2023-10-29 18:17";"[13.52234,59.37548]";"[13.51914,59.37387]";"10.00";"15.20";"100.00"
"1555";"1830";"51";"2023-10-29 18:31";"2023-10-29 18:38";"[18.06496,59.3303]";"[18.06823,59.32709]";"10.00";"19.74";"100.00"
"1556";"1830";"51";"2023-10-29 18:48";"2023-10-29 18:53";"[18.06823,59.32709]";"[18.07209,59.32941]";"10.00";"14.50";"100.00"
"1557";"1434";"550";"2023-10-29 19:39";"2023-10-29 19:51";"[13.47021,59.37129]";"[13.47773,59.3686]";"10.00";"35.87";"100.00"
"1558";"1003";"761";"2023-10-29 19:52";"2023-10-29 20:04";"[11.97325,57.72523]";"[11.97097,57.72338]";"10.00";"35.33";"100.00"
"1559";"1003";"761";"2023-10-29 20:11";"2023-10-29 20:17";"[11.97097,57.72338]";"[11.97653,57.72338]";"10.00";"15.89";"100.00"
"1560";"1261";"254";"2023-10-29 20:14";"2023-10-29 20:17";"[18.05879,59.33349]";"[18.0594,59.33556]";"10.00";"6.63";"100.00"
"1561";"1434";"550";"2023-10-29 20:20";"2023-10-29 20:25";"[13.47773,59.3686]";"[13.47432,59.36998]";"10.00";"13.53";"100.00"
"1562";"1261";"254";"2023-10-29 20:42";"2023-10-29 20:45";"[18.0594,59.33556]";"[18.05879,59.33349]";"10.00";"6.28";"100.00"
"1563";"1004";"761";"2023-10-29 20:44";"2023-10-29 20:47";"[11.97653,57.72338]";"[11.97325,57.72523]";"10.00";"8.58";"100.00"
"1564";"1434";"550";"2023-10-29 20:44";"2023-10-29 20:47";"[13.47432,59.36998]";"[13.47021,59.37129]";"10.00";"8.44";"100.00"
"1565";"1312";"20";"2023-10-29 21:25";"2023-10-29 21:39";"[18.02852,59.33512]";"[18.03971,59.33729]";"10.00";"40.16";"100.00"
"1566";"1788";"740";"2023-10-29 21:49";"2023-10-29 21:58";"[13.55854,59.39636]";"[13.55719,59.39615]";"10.00";"24.36";"100.00"
"1567";"1313";"20";"2023-10-29 22:05";"2023-10-29 22:13";"[18.03971,59.33729]";"[18.03517,59.33544]";"10.00";"22.10";"100.00"
"1568";"1408";"492";"2023-10-29 22:44";"2023-10-29 22:51";"[13.4949,59.36833]";"[13.49647,59.37017]";"10.00";"18.48";"100.00"
"1569";"1419";"558";"2023-10-29 22:46";"2023-10-29 22:56";"[13.49085,59.38184]";"[13.49368,59.38402]";"10.00";"28.23";"100.00"
"1570";"1520";"48";"2023-10-29 22:46";"2023-10-29 22:58";"[18.03938,59.3313]";"[18.02823,59.33223]";"10.00";"35.17";"100.00"
"1571";"1788";"740";"2023-10-29 22:50";"2023-10-29 22:51";"[13.55719,59.39615]";"[13.55854,59.39636]";"10.00";"2.91";"100.00"
"1572";"1746";"529";"2023-10-29 22:53";"2023-10-29 22:59";"[13.49711,59.37422]";"[13.4901,59.37163]";"10.00";"17.66";"100.00"
"1573";"1313";"20";"2023-10-29 23:10";"2023-10-29 23:15";"[18.03517,59.33544]";"[18.02852,59.33512]";"10.00";"13.87";"100.00"
"1574";"1520";"48";"2023-10-29 23:10";"2023-10-29 23:16";"[18.02823,59.33223]";"[18.0336,59.33085]";"10.00";"15.64";"100.00"
"1575";"1746";"529";"2023-10-29 23:16";"2023-10-29 23:21";"[13.4901,59.37163]";"[13.49181,59.37387]";"10.00";"12.19";"100.00"
"1576";"1419";"558";"2023-10-29 23:22";"2023-10-29 23:24";"[13.49368,59.38402]";"[13.49515,59.382]";"10.00";"5.28";"100.00"
"1577";"1408";"492";"2023-10-29 23:26";"2023-10-29 23:28";"[13.49647,59.37017]";"[13.4949,59.36833]";"10.00";"3.79";"100.00"
"1578";"1747";"529";"2023-10-29 23:43";"2023-10-29 23:47";"[13.49181,59.37387]";"[13.49711,59.37422]";"10.00";"11.62";"100.00"
"1579";"1420";"558";"2023-10-29 23:49";"2023-10-29 23:51";"[13.49515,59.382]";"[13.49085,59.38184]";"10.00";"5.05";"100.00"
"1580";"1521";"48";"2023-10-29 23:53";"2023-10-29 23:58";"[18.0336,59.33085]";"[18.03938,59.3313]";"10.00";"12.73";"100.00"
"1581";"1101";"840";"2023-10-30 09:56";"2023-10-30 10:01";"[11.90578,57.69521]";"[11.90257,57.69489]";"10.00";"12.09";"100.00"
"1582";"1966";"141";"2023-10-30 09:59";"2023-10-30 10:07";"[18.02403,59.33168]";"[18.02394,59.32571]";"10.00";"21.11";"100.00"
"1583";"1102";"840";"2023-10-30 10:20";"2023-10-30 10:24";"[11.90257,57.69489]";"[11.90578,57.69521]";"10.00";"11.18";"100.00"
"1584";"1782";"153";"2023-10-30 10:25";"2023-10-30 10:38";"[18.03667,59.32245]";"[18.03838,59.32195]";"10.00";"37.52";"100.00"
"1585";"1119";"110";"2023-10-30 10:31";"2023-10-30 10:42";"[18.04118,59.31532]";"[18.03664,59.31629]";"10.00";"31.89";"100.00"
"1586";"1966";"141";"2023-10-30 10:45";"2023-10-30 10:49";"[18.02394,59.32571]";"[18.02445,59.32883]";"10.00";"10.55";"100.00"
"1587";"1966";"141";"2023-10-30 10:54";"2023-10-30 10:58";"[18.02445,59.32883]";"[18.02403,59.33168]";"10.00";"11.96";"100.00"
"1588";"1744";"597";"2023-10-30 10:58";"2023-10-30 11:01";"[13.54138,59.40795]";"[13.5392,59.40799]";"10.00";"8.54";"100.00"
"1589";"1782";"153";"2023-10-30 11:01";"2023-10-30 11:06";"[18.03838,59.32195]";"[18.03716,59.32143]";"10.00";"12.57";"100.00"
"1590";"1120";"110";"2023-10-30 11:18";"2023-10-30 11:21";"[18.03664,59.31629]";"[18.04025,59.31888]";"10.00";"8.25";"100.00"
"1591";"1782";"153";"2023-10-30 11:29";"2023-10-30 11:32";"[18.03716,59.32143]";"[18.03667,59.32245]";"10.00";"6.79";"100.00"
"1592";"1286";"179";"2023-10-30 11:34";"2023-10-30 11:44";"[18.05581,59.34909]";"[18.05332,59.34976]";"10.00";"28.93";"100.00"
"1593";"1120";"110";"2023-10-30 11:54";"2023-10-30 11:58";"[18.04025,59.31888]";"[18.04118,59.31532]";"10.00";"11.45";"100.00"
"1594";"1744";"597";"2023-10-30 11:54";"2023-10-30 11:56";"[13.5392,59.40799]";"[13.5389,59.41048]";"10.00";"4.84";"100.00"
"1595";"1035";"32";"2023-10-30 11:55";"2023-10-30 12:01";"[18.07122,59.33435]";"[18.0712,59.33444]";"10.00";"17.82";"100.00"
"1596";"1004";"315";"2023-10-30 12:19";"2023-10-30 12:22";"[18.04926,59.32799]";"[18.04621,59.32661]";"10.00";"6.17";"100.00"
"1597";"1287";"179";"2023-10-30 12:24";"2023-10-30 12:30";"[18.05332,59.34976]";"[18.05701,59.35143]";"10.00";"16.26";"100.00"
"1598";"1744";"597";"2023-10-30 12:29";"2023-10-30 12:35";"[13.5389,59.41048]";"[13.54138,59.40795]";"10.00";"17.80";"100.00"
"1599";"1036";"32";"2023-10-30 12:34";"2023-10-30 12:38";"[18.0712,59.33444]";"[18.06671,59.33719]";"10.00";"9.65";"100.00"
"1600";"1005";"315";"2023-10-30 12:39";"2023-10-30 12:45";"[18.04621,59.32661]";"[18.04926,59.32799]";"10.00";"15.42";"100.00"
"1601";"1036";"32";"2023-10-30 12:43";"2023-10-30 12:48";"[18.06671,59.33719]";"[18.07122,59.33435]";"10.00";"14.87";"100.00"
"1602";"1288";"179";"2023-10-30 13:04";"2023-10-30 13:11";"[18.05701,59.35143]";"[18.05581,59.34909]";"10.00";"19.21";"100.00"
"1603";"1479";"450";"2023-10-30 13:14";"2023-10-30 13:18";"[13.50742,59.40087]";"[13.50807,59.40234]";"10.00";"9.80";"100.00"
"1604";"1480";"450";"2023-10-30 13:35";"2023-10-30 13:39";"[13.50807,59.40234]";"[13.51221,59.40149]";"10.00";"9.39";"100.00"
"1605";"1688";"613";"2023-10-30 13:35";"2023-10-30 13:46";"[13.56429,59.41074]";"[13.57285,59.41127]";"10.00";"30.64";"100.00"
"1606";"1480";"450";"2023-10-30 13:46";"2023-10-30 13:49";"[13.51221,59.40149]";"[13.50742,59.40087]";"10.00";"7.30";"100.00"
"1607";"1642";"126";"2023-10-30 13:55";"2023-10-30 14:02";"[18.08842,59.30921]";"[18.08811,59.30876]";"10.00";"20.34";"100.00"
"1608";"1689";"613";"2023-10-30 14:13";"2023-10-30 14:17";"[13.57285,59.41127]";"[13.56882,59.41139]";"10.00";"11.12";"100.00"
"1609";"1690";"613";"2023-10-30 14:35";"2023-10-30 14:39";"[13.56882,59.41139]";"[13.56429,59.41074]";"10.00";"9.88";"100.00"
"1610";"1600";"566";"2023-10-30 14:43";"2023-10-30 14:56";"[13.54195,59.40129]";"[13.54604,59.40484]";"10.00";"38.49";"100.00"
"1611";"1643";"126";"2023-10-30 14:50";"2023-10-30 14:54";"[18.08811,59.30876]";"[18.09318,59.31063]";"10.00";"11.82";"100.00"
"1612";"1643";"126";"2023-10-30 14:59";"2023-10-30 15:06";"[18.09318,59.31063]";"[18.08842,59.30921]";"10.00";"20.72";"100.00"
"1613";"1601";"566";"2023-10-30 15:16";"2023-10-30 15:20";"[13.54604,59.40484]";"[13.54661,59.40241]";"10.00";"9.33";"100.00"
"1614";"1367";"501";"2023-10-30 15:29";"2023-10-30 15:39";"[13.51777,59.40514]";"[13.51778,59.40529]";"10.00";"28.61";"100.00"
"1615";"1601";"566";"2023-10-30 15:36";"2023-10-30 15:43";"[13.54661,59.40241]";"[13.54195,59.40129]";"10.00";"19.65";"100.00"
"1616";"1372";"59";"2023-10-30 16:19";"2023-10-30 16:32";"[18.04065,59.35287]";"[18.03306,59.34966]";"10.00";"37.14";"100.00"
"1617";"1367";"501";"2023-10-30 16:24";"2023-10-30 16:27";"[13.51778,59.40529]";"[13.52157,59.40414]";"10.00";"8.35";"100.00"
"1618";"1367";"501";"2023-10-30 16:36";"2023-10-30 16:38";"[13.52157,59.40414]";"[13.51777,59.40514]";"10.00";"5.86";"100.00"
"1619";"1372";"59";"2023-10-30 17:03";"2023-10-30 17:08";"[18.03306,59.34966]";"[18.0347,59.35266]";"10.00";"13.01";"100.00"
"1620";"1373";"59";"2023-10-30 17:48";"2023-10-30 17:53";"[18.0347,59.35266]";"[18.04065,59.35287]";"10.00";"12.43";"100.00"
"1621";"1778";"605";"2023-10-30 18:15";"2023-10-30 18:23";"[13.45961,59.36942]";"[13.45556,59.37022]";"10.00";"21.83";"100.00"
"1622";"1778";"605";"2023-10-30 18:47";"2023-10-30 18:49";"[13.45556,59.37022]";"[13.45954,59.37134]";"10.00";"5.60";"100.00"
"1623";"1275";"879";"2023-10-30 18:51";"2023-10-30 19:00";"[11.9886,57.73086]";"[11.98519,57.73046]";"10.00";"26.73";"100.00"
"1624";"1707";"228";"2023-10-30 19:24";"2023-10-30 19:25";"[18.04386,59.32631]";"[18.04468,59.32631]";"10.00";"2.45";"100.00"
"1625";"1779";"605";"2023-10-30 19:40";"2023-10-30 19:44";"[13.45954,59.37134]";"[13.45961,59.36942]";"10.00";"10.47";"100.00"
"1626";"1276";"879";"2023-10-30 19:50";"2023-10-30 19:56";"[11.98519,57.73046]";"[11.9886,57.73086]";"10.00";"16.23";"100.00"
"1627";"1708";"228";"2023-10-30 20:10";"2023-10-30 20:15";"[18.04468,59.32631]";"[18.04386,59.32631]";"10.00";"14.55";"100.00"
"1628";"1865";"545";"2023-10-30 21:39";"2023-10-30 21:42";"[13.47963,59.38969]";"[13.47582,59.39012]";"10.00";"7.89";"100.00"
"1629";"1612";"201";"2023-10-30 21:44";"2023-10-30 21:49";"[18.09507,59.34434]";"[18.0934,59.34081]";"10.00";"14.26";"100.00"
"1630";"1150";"5";"2023-10-30 21:52";"2023-10-30 22:01";"[18.06541,59.33168]";"[18.06339,59.33118]";"10.00";"25.49";"100.00"
"1631";"1865";"545";"2023-10-30 22:09";"2023-10-30 22:15";"[13.47582,59.39012]";"[13.47793,59.3884]";"10.00";"15.31";"100.00"
"1632";"1150";"5";"2023-10-30 22:17";"2023-10-30 22:20";"[18.06339,59.33118]";"[18.05912,59.33316]";"10.00";"8.32";"100.00"
"1633";"1151";"5";"2023-10-30 22:34";"2023-10-30 22:38";"[18.05912,59.33316]";"[18.06541,59.33168]";"10.00";"9.42";"100.00"
"1634";"1613";"201";"2023-10-30 22:43";"2023-10-30 22:47";"[18.0934,59.34081]";"[18.09628,59.34198]";"10.00";"11.84";"100.00"
"1635";"1425";"947";"2023-10-30 22:51";"2023-10-30 22:56";"[11.96568,57.67634]";"[11.96872,57.67759]";"10.00";"13.52";"100.00"
"1636";"1866";"545";"2023-10-30 23:08";"2023-10-30 23:11";"[13.47793,59.3884]";"[13.47963,59.38969]";"10.00";"6.89";"100.00"
"1637";"1426";"947";"2023-10-30 23:23";"2023-10-30 23:29";"[11.96872,57.67759]";"[11.96568,57.67634]";"10.00";"16.32";"100.00"
"1638";"1614";"201";"2023-10-30 23:44";"2023-10-30 23:49";"[18.09628,59.34198]";"[18.09507,59.34434]";"10.00";"13.07";"100.00"
"1639";"1223";"156";"2023-10-31 09:33";"2023-10-31 09:42";"[18.06343,59.32059]";"[18.06164,59.32125]";"10.00";"24.30";"100.00"
"1640";"1224";"156";"2023-10-31 10:03";"2023-10-31 10:06";"[18.06164,59.32125]";"[18.06701,59.32223]";"10.00";"8.50";"100.00"
"1641";"1225";"156";"2023-10-31 10:26";"2023-10-31 10:33";"[18.06701,59.32223]";"[18.06343,59.32059]";"10.00";"18.35";"100.00"
"1642";"1578";"474";"2023-10-31 10:29";"2023-10-31 10:40";"[13.53949,59.39659]";"[13.54384,59.3962]";"10.00";"32.99";"100.00"
"1643";"1987";"620";"2023-10-31 10:33";"2023-10-31 10:41";"[13.57348,59.40095]";"[13.5733,59.40113]";"10.00";"23.09";"100.00"
"1644";"1579";"474";"2023-10-31 10:46";"2023-10-31 10:51";"[13.54384,59.3962]";"[13.5447,59.39684]";"10.00";"14.38";"100.00"
"1645";"1169";"757";"2023-10-31 11:20";"2023-10-31 11:31";"[12.00945,57.72131]";"[12.00434,57.72132]";"10.00";"32.97";"100.00"
"1646";"1988";"620";"2023-10-31 11:21";"2023-10-31 11:27";"[13.5733,59.40113]";"[13.57722,59.40135]";"10.00";"15.13";"100.00"
